journal,value
Children's Health Care,0
Children's Literature,0
Children's Literature Association Quarterly,0
Children's Literature in Education,0
"Children's Literature, Culture, and Cognition",0
Children's Well-Being: Indicators and Research,0
Chilean Journal of Statistics,0
China Agricultural Economic Review,0
China and Asia: Journal in Historical Studies,0
China and World Economy,0
China and WTO Review,0
China Biotechnology,0
China Business Review,0
China Communications,0
China Economic Journal,0
China Economic Quarterly International,0
China Economic Review,0
China Economist,0
China Finance and Economic Review,0
China Finance Review International,0
China in the World,0
China Information,0
China International Strategy Review,0
China Journal,0
China Journal of Accounting Research,0
China Journal of Accounting Studies,0
China Journal of Economics,0
China Journal of Social Work,0
China Law and Society Review,0
China Nonprofit Review,0
China Ocean Engineering,0
China Perspectives,0
China Petroleum Processing and Petrochemical Technology,0
China Quarterly,0
China Quarterly of International Strategic Studies,0
China Report,0
China Review,0
China Safety Science Journal,0
China Studies,0
China Welding (English Edition),0
China: An International Journal,0
Chinese (Taiwan) Yearbook of International Law and Affairs,0
Chinese Academy of Social Sciences Yearbooks: Economy,0
Chinese Academy of Social Sciences Yearbooks: Educational Development,0
Chinese Academy of Social Sciences Yearbooks: Legal Development,0
Chinese Academy of Social Sciences Yearbooks: Population and Labor,0
Chinese Academy of Social Sciences Yearbooks: Society,0
Chinese and Comparative Law Series,0
Chinese Annals of History of Science and Technology,0
Chinese Annals of Mathematics. Series B,0
Chinese as a Second Language Research,0
Chinese Economy,0
Chinese Education and Society,0
Chinese Geographical Science,0
Chinese Historical Review,0
Chinese Journal of Aeronautics,0
Chinese Journal of Applied Linguistics,0
Chinese Journal of Communication,0
Chinese Journal of Comparative Law,0
Chinese Journal of Electrical Engineering,0
Chinese Journal of Electronics,0
Chinese Journal of Engineering,0
Chinese Journal of Engineering Design,0
Chinese Journal of Environmental Law,0
Chinese Journal of Hand Surgery,0
Chinese Journal of Intelligent Science and Technology,1
Chinese Journal of International Law,0
Chinese Journal of International Politics,0
Chinese Journal of Liquid Crystals and Displays,0
Chinese Journal of Mechanical Engineering (English Edition),0
Chinese Journal of Medical History,0
Chinese Journal of Network and Information Security,0
Chinese Journal of Nursing Education,0
Chinese Journal of Population Resources and Environment,0
Chinese Journal of School Health,0
Chinese Journal of Sensors and Actuators,0
Chinese Journal of Sociology,0
Chinese Journal of Space Science,0
Chinese Journal of Urban and Environmental Studies,0
Chinese Language and Discourse,0
Chinese Language Learning Sciences,0
Chinese Law and Government,0
Chinese Literature and Thought Today,0
Chinese Literature Today,0
Chinese Management Studies,0
Chinese Medicine and Culture,0
Chinese Neurosurgical Journal,0
Chinese Optics Letters,0
Chinese Overseas,0
Chinese Perspectives on Human Rights and Good Governance,0
Chinese Political Science Review,0
Chinese Public Administration Review,0
Chinese Quarterly of Mechanics,0
Chinese Research Perspectives,0
Chinese Semiotic Studies,0
Chinese Studies in History,0
CHINOPERL: Journal of Chinese Oral and Performing Literature,0
Chip,0
Chiron,0
Choral Journal,0
Choreographic Practices,0
Christian Bioethics,0
Christian Education Journal,0
Christian Higher Education,0
Christianities in the Trans-Atlantic World,0
Christianity and Literature,0
Christianity and Renewal - Interdisciplinary Studies,0
Christianity in Modern China,0
Christianity in the Middle East,0
Christians and Jews in Muslim Societies,0
Chronic Stress,0
Chronique d'Egypte,0
Chronobiology in Medicine,0
Chungara,0
Church History,0
Church History and Religious Culture,0
"Church, Communication and Culture",0
CIAN-Revista de Historia de las Universidades,0
Ciceroniana On Line,0
Ciencia e Tecnologia dos Materiais,0
"Ciencia Nueva, Revista de Historia y Politica",0
Ciencias Psicologicas,0
CIGRE Green Books,0
CIGRE Science and Engineering,0
Cincinnati Romance Review,0
Cineaste,0
Cineforum,0
CINEJ Cinema Journal,0
Cinema,0
Cinema et Cie,0
Cinema Journal,0
Circuit World,0
"Circuits, Systems, and Signal Processing",0
"CIRIEC-Espana Revista de Economia Publica, Social y Cooperativa",0
"CIRIEC-Espana, Revista Juridica de Economia Social y Cooperativa",0
CIRP Annals,0
CIRP Journal of Manufacturing Science and Technology,0
CIS Iron and Steel Review,0
"CISCI - Conferencia Iberoamericana en Sistemas, Cibernetica e Informatica",1
Citeaux,0
Cithara,0
Cities,0
Cities and Health,0
Cities and Nature,0
Citizenship Studies,0
Citizenship Teaching and Learning,0
"Citizenship, Social and Economics Education",0
Citta e Storia,0
City,0
City and Community,0
City and Environment Interactions,0
City and Society,0
"City, Culture and Society",0
"City, Territory and Architecture",0
Civil and Environmental Engineering,0
Civil Engineering and Architecture,0
Civil Engineering Dimension,0
Civil Engineering Infrastructures Journal,0
Civil Engineering Journal (Iran),0
Civil War History,0
Civil Wars,0
Civil-Comp Proceedings,0
CivilEng,0
CLA Journal,0
Classica et Christiana,0
Classica et Mediaevalia,0
Classical Antiquity,0
Classical Bulletin,0
Classical Journal,0
Classical Philology,0
Classical Quarterly,0
Classical Receptions Journal,0
Classical Review,0
Classical World,0
Classics Ireland,0
Classroom Discourse,0
CLCWeb - Comparative Literature and Culture,0
Clean Energy Science and Technology,0
Clean Technologies and Environmental Policy,0
Cleaner and Circular Bioeconomy,0
Cleaner and Responsible Consumption,0
Cleaner Engineering and Technology,0
Cleaner Logistics and Supply Chain,0
Cleaner Materials,0
Cleanroom Technology,0
CLEI Eletronic Journal (CLEIej),1
Cleveland State Law Review,0
Climate and Culture,0
Climate and Development,0
Climate Change Economics,0
Climate Law,0
Climate Risk Management,0
Clinical and Experimental Neuroimmunology,0
Clinical and Translational Neuroscience,0
Clinical and Translational Science,0
Clinical Archives of Communication Disorders,0
Clinical Autonomic Research,0
Clinical Case Studies,0
Clinical Child and Family Psychology Review,0
Clinical Child Psychology and Psychiatry,0
Clinical EEG and Neuroscience,0
Clinical Ethics,0
Clinical Gerontologist,0
Clinical Leadership and Management Review,0
Clinical Linguistics and Phonetics,0
Clinical Neuropathology,0
Clinical Neurophysiology,0
Clinical Neurophysiology Practice,0
Clinical Neuropsychologist,0
Clinical Optometry,0
Clinical Parkinsonism and Related Disorders,0
Clinical Practice in Pediatric Psychology,0
Clinical Psychological Science,0
Clinical Psychologist,0
Clinical Psychology,0
Clinical Psychology and Psychotherapy,0
Clinical Psychology and Special Education,0
Clinical Psychology in Europe,0
Clinical Psychology Review,0
Clinical Psychology Today,0
Clinical Psychology: Science and Practice,0
Clinical Psychopharmacology and Neuroscience,0
Clinical Risk,0
Clinical Simulation in Nursing,0
Clinical Social Work Journal,0
Clinical Supervisor,0
ClinicoEconomics and Outcomes Research,1
Cliniques Mediterraneennes,0
Clio,0
Clio Medica,0
"Clio. Revista de Historia, Ciencias Humanas y Pensamiento Critico.",0
"Clio: Histoire, Femmes et Societes",0
Cliodynamics,0
Cliometrica,0
Clocks and Sleep,0
Clothing and Textiles Research Journal,0
Clothing Cultures,0
Clotho,0
Cluster Computing,1
CMES - Computer Modeling in Engineering and Sciences,1
CNS and Neurological Disorders - Drug Targets,0
CNS Oncology,0
Coaching,0
Coal Age,0
Coastal Engineering,0
Coastal Engineering Journal,0
Coastal Studies and Society,0
CODAS,0
Code Annote de la Cour Penale Internationale,0
CoDesign,1
Codex Aquilarensis,0
Codrul Cosminului,0
Cogency,0
Cogeneration and Distributed Generation Journal,0
Cogent Arts and Humanities,0
Cogent Business and Management,1
Cogent Economics and Finance,1
Cogent Education,0
Cogent Engineering,1
Cogent Medicine,0
Cogent Psychology,1
Cogent Social Sciences,1
Cogito,0
Cognition,1
Cognition and Emotion,1
Cognition and Instruction,0
"Cognition, Brain, Behavior",1
"Cognition, Brain, Behavior. An Interdisciplinary Journal",1
"Cognition, Technology and Work",1
Cognitive and Behavioral Neurology,0
Cognitive and Behavioral Practice,0
Cognitive Behaviour Therapist,0
Cognitive Behaviour Therapy,0
Cognitive Computation,1
Cognitive Computation and Systems,1
Cognitive Development,0
Cognitive Linguistic Studies,0
Cognitive Linguistic Studies in Cultural Contexts,0
Cognitive Linguistics,0
Cognitive Neurodynamics,1
Cognitive Neuropsychiatry,0
Cognitive Neuropsychology,1
Cognitive Neuroscience,1
Cognitive Processing,1
Cognitive Psychology,1
Cognitive Research: Principles and Implications,1
Cognitive Robotics,1
Cognitive Science and Technology,1
Cognitive Semantics,0
Cognitive Semiotics,0
Cognitive Studies,1
Cognitive Systems Monographs,1
Cognitive Systems Research,1
Cognitive Technologies,1
Cognitive Therapy and Research,0
"Cognitive, Affective and Behavioral Neuroscience",1
Cold War History,0
Collabra: Psychology,1
Collagen and Leather,0
Collectanea Christiana Orientalia,0
Collectanea Mathematica,0
Collected Courses of the Xiamen Academy of International Law,0
Collected Papers of the Faculty of Law of the University of Rijeka,0
Collection and Curation,0
Collection Building,0
Collection Management,0
Collection Monographique Rodopi en Litterature Francaise Contemporaine,0
College and Research Libraries,0
College and Research Libraries News,0
College and Undergraduate Libraries,0
College Composition and Communication,0
College English,0
College Literature,0
College Mathematics Journal,0
College Music Symposium,0
College Teaching,0
Collegiate Aviation Review,0
Collegium Antropologicum,0
Collingwood and British Idealism Studies,0
Colloquia Germanica,0
Colloquia Humanistica,0
Colloquia Maruliana,0
Colloquium Mathematicum,0
Colombia Internacional,0
Colonial Latin American Historical Review,0
Colonial Latin American Review,0
Coloquio-Letras,0
Color Research and Application,0
Colourage,0
Columbia Journal of Law and Social Problems,0
Columbia Journal of Transnational Law,0
Columbia Law Review,0
Columbia Studies in the Classical Tradition,0
Combinatorial Chemistry and High Throughput Screening,0
Combinatorial Theory,0
Combinatorica,0
Combinatorics Probability and Computing,1
Combustion Engines,0
Combustion Theory and Modelling,0
Comedy Studies,0
Comics Grid: Journal of Comics Scholarship,0
Comitatus,0
Comma,0
Commentaria,0
Commentarii Mathematici Helvetici,0
Commentary,0
Commentary on the United Nations Convention on the Rights of the Child,0
Commentationes Mathematicae Universitatis Carolinae,0
CommIT Journal,0
Common Knowledge,0
Common Market Law Review,0
Commonwealth and Comparative Politics,0
Commonwealth Law Bulletin,0
Communicatio,0
Communication and Critical/ Cultural Studies,0
Communication and Democracy,0
Communication and Management,0
Communication and Medicine,1
Communication and Sport,0
Communication and the Public,0
Communication Booknotes Quarterly,0
Communication Disorders Quarterly,0
Communication Education,0
Communication in Biomathematical Sciences,0
Communication Law and Policy,0
Communication Methods and Measures,0
Communication Monographs,0
Communication Quarterly,0
Communication Reports,0
Communication Research,0
Communication Research and Practice,0
Communication Research Reports,0
Communication Review,0
Communication Sciences and Disorders,0
Communication Studies,0
Communication Teacher,0
Communication Theory,0
Communication Today,0
"Communication, Culture and Change in Asia",0
"Communication, Culture and Critique",0
Communications,0
Communications - Scientific Letters of the University of Zilina,0
Communications and Control Engineering,0
Communications for Statistical Applications and Methods,1
Communications in Algebra,0
Communications in Analysis and Geometry,0
Communications in Analysis and Mechanics,0
Communications in Applied Analysis,0
Communications in Applied and Industrial Mathematics,0
Communications in Applied Mathematics and Computational Science,1
Communications in Biometry and Crop Science,0
Communications in Combinatorics and Optimization,0
Communications in Computational Physics,0
Communications in Computer and Information Science,1
Communications in Contemporary Mathematics,0
Communications in Information and Systems,0
Communications in Information Literacy,0
Communications in Mathematical Analysis,0
Communications in Mathematical Biology and Neuroscience,0
Communications in Mathematical Physics,0
Communications in Mathematical Sciences,0
Communications in Mathematics,0
Communications in Mathematics and Statistics,1
Communications in Nonlinear Science and Numerical Simulation,0
Communications in Number Theory and Physics,0
Communications in Partial Differential Equations,0
Communications in Science and Technology,0
Communications in Statistics - Theory and Methods,1
Communications in Statistics Case Studies Data Analysis and Applications,1
Communications in Transportation Research,0
Communications Law,0
Communications Materials,0
Communications of the ACM,1
Communications of the American Mathematical Society,0
Communications of the Association for Information Systems,1
Communications of the Korean Mathematical Society,0
Communications on Applied Mathematics and Computation,1
Communications on Applied Nonlinear Analysis,0
Communications on Pure and Applied Analysis,0
Communications on Pure and Applied Mathematics,0
Communications on Stochastic Analysis,0
Communio,0
Communio Viatorum,0
Communist and Post-Communist Studies,0
