journal,label
Review of Economic Research on Copyright Issues,0
Review of Economic Studies,0
Review of Economics,0
Review of Economics and Finance,0
Review of Economics and Political Science,0
Review of Economics and Statistics,0
Review of Economics of the Household,0
Review of Education,0
Review of Educational Research,0
Review of English Studies,0
Review of Environmental Economics and Policy,0
Review of European Administrative Law,0
Review of European and Comparative Law,0
Review of European and Russian Affairs,0
Review of European Community and International Environmental Law,0
Review of European Studies,0
"Review of European, Comparative and International Environmental Law",0
Review of Evolutionary Political Economy,0
Review of Faith and International Affairs,0
Review of Finance,0
Review of Financial Economics,0
Review of Financial Studies,0
Review of General Psychology,0
Review of Higher Education,0
Review of Income and Wealth,0
Review of Industrial Organization,0
Review of Integrative Business and Economics Research,0
Review of International American Studies,0
Review of International Business and Strategy,0
Review of International Economics,0
Review of International Geographical Education Online,0
Review of International Organizations,0
Review of International Political Economy,0
Review of International Studies,0
Review of Keynesian Economics,0
Review of Korean Studies,0
Review of Law and Economics,0
Review of Management Literature,0
Review of Managerial Science,0
Review of Marketing Research,0
Review of Marketing Science,0
Review of Metaphysics,0
Review of Middle East Studies,0
Review of Network Economics,0
Review of Pacific Basin Financial Markets and Policies,0
Review of Philosophy and Psychology,0
Review of Policy Research,0
Review of Political Economy,0
Review of Politics,0
Review of Public Personnel Administration,0
Review of Quantitative Finance and Accounting,0
Review of Rabbinic Judaism,0
Review of Radical Political Economics,0
Review of Regional Studies,0
Review of Religion and Chinese Society,0
Review of Religious Research,0
Review of Research in Education,0
"Review of Science, Mathematics and ICT Education",0
Review of Scottish Culture,0
Review of Social Economy,0
Review of Symbolic Logic,0
Review of Urban and Regional Development Studies,0
Review of World Economics,0
Reviews in American History,0
Reviews in Anthropology,0
Reviews in Computational Chemistry,0
Reviews in Mathematical Physics,0
Reviews in Neurological Diseases,0
Reviews in the Neurosciences,0
Reviews of Human Factors and Ergonomics,1
Reviews on Environmental Health,0
Revija za Sociologiju,0
Re-visiones,0
Revista 180,0
Revista Academia and Negocios,0
Revista Alicantina de Estudios Ingleses,0
Revista Archai,0
Revista Argentina de Antropologia Biologica,0
Revista Bioetica,0
Revista Brasileira de Alternative Dispute Resolution,0
Revista Brasileira de Biometria,0
Revista Brasileira de Cartografia,0
Revista Brasileira de Economia,1
Revista Brasileira de Educacao,0
Revista Brasileira de Engenharia Biomedica,0
Revista Brasileira de Ensino de Fisica,0
Revista Brasileira de Historia,0
Revista Brasileira de Historia da Ciencia,0
Revista Brasileira de Linguistica Aplicada,0
Revista Brasileira de Marketing,0
Revista Brasileira de Meio Ambiente,0
Revista Brasileira de Pesquisa em Turismo,0
Revista Brasileira de Seguranca Publica,0
Revista Canadiense de Estudios Hispanicos,0
Revista Catalana de Dret Public,0
Revista Chilena de Derecho y Ciencia Politica,0
Revista CIDOB d'Afers Internacionals,0
Revista Colombiana de Computacion,1
Revista Colombiana de Estadistica,1
Revista Colombiana de Matematicas,1
Revista Colombiana de Psicologia,0
Revista Colombiana de Sociologia,0
Revista Complutense de Educacion,0
Revista Complutense de Historia de America,0
Revista da Faculdade de Direito da Universidade Federal de Minas Gerais,0
Revista de Administracao Contemporanea,1
Revista de Administracao Mackenzie,1
Revista de Analisis Economico,1
Revista de Humanidades,1
Revista de Humanidades (SPAIN),1
Revista de Humanidades de Valparaiso,1
Revista de Pedagogia,0
Revista de Psicodidactica,0
Revista de Psicologia de la Salud,0
Revista de Psicologia del Trabajo y de las Organizaciones,0
Revista de Psicopatologia y Psicologia Clinica,0
Revista de Psicoterapia,0
Revista d'Estudis Autonomics i Federals,0
Revista Digital de Investigacion en Docencia Universitaria,0
Revista Direito e Sexualidade,0
Revista do Instituto Historico e Geografico do Rio Grande do Sul,0
Revista Electronica de Ciencia Penal y Criminologia,0
Revista Electronica de Estudios Internacionales,0
Revista Electronica de Investigacion Educativa,0
Revista Electronica de Linguistica Aplicada,0
Revista Electronica Educare,0
Revista Electronica Iberoamericana,0
Revista Eletronica de Direito Processual,0
Revista Eletronica Direito e Sociedade,0
Revista Espanola de Comunicacion en Salud,0
Revista Espanola de Derecho Canonico,0
Revista Espanola de Documentacion Cientifica,0
Revista Espanola de Filosofia Medieval,0
Revista Espanola de Investigacion Criminologica,0
Revista Eurolatinoamericana de Derecho Administrativo,0
Revista Facultad de Ingenieria,0
Revista Finanzas y Politica Economica,0
Revista Galega de Filoloxia,0
Revista General de Derecho Constitucional,0
Revista Geografica Academica,0
Revista Guillermo de Ockham,0
Revista Hispanica Moderna,0
Revista Iberoamericana,0
Revista Iberoamericana de Argumentacion,0
Revista Ibero-Americana de Ciencia da Informacao,0
Revista Iberoamericana de Educacion Superior,0
Revista Iberoamericana de Psicologia del Ejercicio y el Deporte,0
Revista Iberoamericana de Viticultura Agroindustria y Ruralidad,0
Revista Ingenieria de Construccion,0
Revista Interdisciplinar da Mobilidade Humana,0
Revista Internacional de Educacion para la Justicia Social,0
"Revista Internacional de Tecnologia, Ciencia y Sociedad",1
Revista Mexicana de Analisis de la Conducta,1
Revista Mexicana de Psicologia,1
Revista Oficial del Poder Judicial,1
Revista Pesquisa Qualitativa,1
Revista Politecnica,1
Revista Portuguesa de Estudos Regionais,1
Revista Romana de Informatica si Automatica,1
REVSTAT-Statistical Journal,1
Revue d'Anthropologie des Connaissances,1
Revue de Gestion des Ressources Humaines,1
Revue de l'Art,1
Revue de l'Entrepreneuriat,1
Revue de l'OFCE,1
Revue d'Intelligence Artificielle,1
Revue Economique,0
Revue Europeenne d' Economie et Management des Services,0
Revue Europeenne des Migrations Internationales,0
Revue Francaise d'Administration Publique,0
Revue Francaise de Gestion,0
Revue Francaise de Linguistique Appliquee,0
Revue Francaise de Pedagogie,0
Revue Francaise de Photogrammetrie et de Teledetection,0
Revue Francaise de Psychanalyse,0
Revue Francaise de Psychosomatique,0
Revue Francaise de Science Politique,0
Revue Francaise de Sociologie,0
Revue Historique de Droit Francais et Etranger,0
Revue Internationale de Criminologie et de Police Technique et Scientifique,0
Revue d'Histoire de la Pensee Economique,0
Revue d'Histoire de l'Amerique Francaise,0
Revue d'Histoire des Mathematiques,0
Revue d'Histoire des Sciences,0
Revue d'Histoire des Sciences Humaines,0
Revue d'Histoire des Textes,0
Revue d'Histoire Mediterraneenne,0
Revue d'Histoire Moderne et Contemporaine,0
Revue de l'Organisation Responsable,0
Revue de Metaphysique et de Morale,0
Revue de Philologie de Litterature et d Histoire Anciennes,0
Revue de Psychotherapie Psychanalytique de Groupe,0
Revue de Qumran,0
Revue d'Economie du Developpement,0
Revue d'Egyptologie,0
Revue des Etudes Anciennes,0
Revue des Etudes Armeniennes,0
Revue des Etudes Grecques,0
Revue des Etudes Juives,0
Revue des Langues Romanes,0
Revue des Mondes Musulmans et de la Mediterranee,0
Revue des Musees de France,0
Revue du MAUSS,0
Revue du Nord,0
Revue Internationale de Droit Economique,0
Revue Internationale de Droit Penal,0
Revue Internationale de Politique Comparee,0
Revue Internationale de Psychologie Sociale,0
Revue Internationale et Strategique,0
Revue Neurologique,0
Revue Numismatique,0
Revue Philosophique de Louvain,0
Revue Romane,0
Revue Roumaine de Linguistique,0
REVUE ROUMAINE DE MATHEMATIQUES PURES ET APPLIQUEES,0
Revue Roumaine de Philosophie,0
Revue Roumaine des Sciences Techniques Serie Electrotechnique et Energetique,0
Revue Theologique de Louvain,0
Revus,0
Rheinisches Museum fur Philologie,0
Rheologica Acta,0
Rhetoric and Public Affairs,0
Rhetoric of Health and Medicine,0
Rhetoric Review,0
Rhetoric Society Quarterly,0
"Rhetoric, Politics and Society",0
Rhetorica - A Journal of the History of Rhetoric,0
Rhizomata,0
Rhodes Cook Letter,0
Ricerche di Matematica,0
Ricerche di Pedagogia e Didattica,0
Ricerche di Storia Politica,0
Ricerche di Storia Sociale e Religiosa,0
Ricerche Ellenistiche,0
RIDE - Review Journal for Digital Editions and Resources,0
RIHA Journal,0
Rijksmuseum Bulletin,0
RILEM Bookseries,0
RILEM State-of-the-Art Reports,0
RILEM Technical Letters,0
RIMA: Review of Indonesian and Malaysian Affairs,0
Risk and Decision Analysis,1
Risk Governance and Control: Financial Markets and Institutions,0
Risk Management,0
Risk Management and Insurance Review,1
"Risk, Hazards and Crisis in Public Policy",1
Risks,1
Ri-Vista,0
Rivista degli Studi Orientali,0
Rivista di Cultura Classica e Medioevale,0
Rivista di Estetica,0
Rivista di Filologia Classica,0
Rivista di Filosofia,0
Rivista di Filosofia del Diritto,0
Rivista di Letterature Moderne e Comparate,0
Rivista di Matematica della Universita di Parma,0
Rivista di storia del cristianesimo,0
Rivista di Storia della Chiesa in Italia,0
Rivista di Storia della Filosofia,0
Rivista di Storia Economica,0
Rivista Geografica Italiana,0
Rivista Internazionale di Filosofia e Psicologia,0
Rivista Internazionale di Scienze Sociali,0
Rivista Italiana di Dialettologia,0
Rivista Italiana di Informatica e Diritto,0
Rivista Italiana di Politiche Pubbliche,0
Rivista Italiana di Ragioneria e di Economia Aziendale,0
RMLE Online,0
Road and Transport Research,0
Road Materials and Pavement Design,0
ROBOMECH Journal,0
Robotic Intelligence and Automation,1
Robotica,1
Robotics,1
Robotics and Autonomous Systems,1
Robotics and Computer-Integrated Manufacturing,1
Rock Art Research,0
Rock Mechanics and Rock Engineering,0
Rock Mechanics Bulletin,0
Rock Music Studies,0
Rocky Mountain Journal of Mathematics,0
Rocznik Orientalistyczny,0
Rocznik Przekladoznawczy,0
Rocznik Teologii Katolickiej,0
Roczniki Filozoficzne,0
Roeper Review,0
Romance Languages and Linguistic Theory,0
Romance Notes,0
Romance Philology,0
Romance Quarterly,0
Romance Studies,0
Romani Studies,0
Romanian Journal of Acoustics and Vibration,0
Romanian Journal of Applied Psychology,0
Romanian Journal of Communication and Public Relations,0
Romanian Journal of Economic Forecasting,0
Romanian Journal of European Affairs,0
Romanian Journal of Geography,0
Romanian Journal of Information Science and Technology,0
Romanian Journal of Neurology/ Revista Romana de Neurologie,0
Romanian Journal of Political Science,0
Romanian Journal of Regional Science,0
"Romanian Review Precision Mechanics, Optics and Mechatronics",0
Romanic Review,0
Romanica Cracoviensia,0
Romanica Wratislaviensia,0
RomanoArabica,0
Romanticism,0
Romanticism on the Net,0
Romaya Journal: Researches on Multidisciplinary Approaches,0
Romische Quartalschrift fur Christliche Altertumskunde und Kirchengeschichte,0
Rorschachiana,0
Rossijskij Psihiatriceskij Zurnal,0
"Rotura: Journal of Communication, Culture and Arts",0
Round Table,0
Royal Studies Journal,0
RSC Nanoscience and Nanotechnology,0
RSC Smart Materials,0
RSC Theoretical and Computational Chemistry Series,0
RSF,0
Ruan Jian Xue Bao/Journal of Software,0
Rubrica Contemporanea,0
RUDN Journal of Philosophy,0
RUDN Journal of Studies in Literature and Journalism,0
Rulers and Elites,0
Rupkatha Journal on Interdisciplinary Studies in Humanities,0
Rural and Remote Health,0
Rural China,0
Rural Educator,0
"Rural History: Economy, Society, Culture",0
Rural Landscapes,0
Rural Society,0
Rural Sociology,0
Rural Special Education Quarterly,0
Rural Sustainability Research,0
Rural Theology,0
RusAutoCon - Proceedings of the International Russian Automation Conference,0
RUSC Universities and Knowledge Society Journal,0
Rusi Journal,0
Russell - Journal of the Bertrand Russell Studies,0
Russia in Global Affairs,0
Russian Aeronautics,0
Russian Education and Society,0
Russian Electrical Engineering,0
