Sourcerecord ID,Source Title,ISSN,EISSN,Active or Inactive,Coverage,Titles Discontinued by Scopus Due to Quality Issues,Article Language in Source (Three-Letter ISO Language Codes),Medline-sourced Title? (See additional details under separate tab.),Open Access Status,Articles in Press Included?,Added to List Jul. 2025,Source Type,Title History Indication,Related Title 1,Other Related Title 2,Other Related Title 3,Other Related Title 4,Publisher,Publisher Imprints Grouped to Main Publisher,All Science Journal Classification Codes (ASJC),"Top level:

Life Sciences","Top level:

Social Sciences","Top level:

Physical Sciences","Top level:

Health Sciences","1000 
General","1100
Agricultural and Biological Sciences","1200
Arts and Humanities","1300
Biochemistry, Genetics and Molecular Biology","1400
Business, Management and Accounting","1500
Chemical Engineering","1600
Chemistry","1700
Computer Science","1800
Decision Sciences","1900
Earth and Planetary Sciences","2000
Economics, Econometrics and Finance","2100
Energy","2200
Engineering","2300
Environmental Science","2400
Immunology and Microbiology","2500
Materials Science","2600
Mathematics","2700
Medicine","2800
Neuroscience","2900
Nursing","3000
Pharmacology, Toxicology and Pharmaceutics","3100
Physics and Astronomy","3200
Psychology","3300
Social Sciences","3400
Veterinary","3500
Dentistry","3600
Health Professions"
24281,Studia Neophilologica,00393274,,Active,1955-2025; 1928-1953,,ENG; FRE; GER; POR; SPA,,,Articles in Press,,Journal,,,,,,Taylor and Francis Ltd.,Taylor & Francis,1203,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21100815491,Studia Orientalia Slovaca,13363786,,Active,2016-2025,,ENG; SLO,,,,,Journal,,,,,,Comenius University in Bratislava,Comenius University in Bratislava,3300; 1200,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
16100154762,Studia Phaenomenologica,15825647,20690061,Active,2001-2025,,ENG; FRE; GER; RUM; SPA,,,,,Journal,,,,,,Romanian Society for Phenomenology,Romanian Society for Phenomenology,1211,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21100777367,Studia Poliana,,23871830,Active,2015-2025,,ENG; SPA,,,,,Journal,,,,,,Servicio de Publicaciones de la Universidad de Navarra,Servicio de Publicaciones de la Universidad de Navarra,1211,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21100254486,Studia Politica,15824551,,Active,2013-2024,,ENG; RUM,,,,,Journal,,,,,,"Institute for Political Research of the Department of Political Science, University of Bucharest","Institute for Political Research of the Department of Political Science, University of Bucharest",3320; 3312,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101257959,Studia Polonijne,01375210,2544526X,Active,2021-2024,,ENG; POL,,,,,Journal,,,,,,John Paul II Catholic University of Lublin,John Paul II Catholic University of Lublin,3312; 1207,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100409256,Studia Post Biblica,01699717,,Inactive,2012; 2010; 2008,,ENG,,,,,Book Series,,,,,,Brill Academic Publishers,Brill,1212; 1202,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
15302,Studia Psychologica,00393320,,Active,1996-2025,,ENG,,Unpaywall Open Access,,,Journal,,,,,,"Institute of Experimental Psychology, Centre of Social and Psychological Sciences, Slovak Academy of Sciences","Institute of Experimental Psychology, Centre of Social and Psychological Sciences, Slovak Academy of Sciences",3200,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,Psychology ,,,,
21101163031,Studia Religiosa Rossica,26584158,,Active,2019-2025,,ENG; RUS,,,,,Journal,,,,,,Russian State University for the Humanities,Russian State University for the Humanities,1212,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101223021,Studia Romanica et Anglica Zagrabiensia,00393339,18491421,Active,2020-2024,,ENG; FRE; ITA; POR; RUM; SPA,,Unpaywall Open Access,,,Journal,,,,,,University of Zagreb Faculty of Humanities and Social Sciences,University of Zagreb Faculty of Humanities and Social Sciences,1203; 1208,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
5800207625,Studia Romanica Posnaniensia,01372475,20844158,Active,2009-2025; 2006; 2003; 2000-2001,,ENG; FRE; GER; ITA,,Unpaywall Open Access,,,Journal,,,,,,Adam Mickiewicz University,Adam Mickiewicz University,1208; 3310; 1203,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
12665,Studia Rosenthaliana,17817838,17831792,Active,2021-2024; 2014; 2011-2012; 2006-2009; 2004; 2002; 1999; 1970,,DUT; ENG; HEB,,,,,Journal,,,,,,Amsterdam University Press,Amsterdam University Press,3316; 1202,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100994460,Studia Rudolphina,12135372,,Active,2024; 2022; 2019-2020,,ENG,,,,,Journal,,,,,,Artefactum,Artefactum,1202; 1213,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101054225,Studia Semiotyczne,01376608,2544073X,Active,2019-2024,,ENG; POL,,,,,Journal,,,,,,Polskie Towarzystwo Semiotyczne,Polskie Towarzystwo Semiotyczne,3310; 1211; 1203,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100420111,Studia Semitica Neerlandica,00816914,,Active,2022-2025; 2018-2020; 2008-2016,,ENG; HEB,,,,,Book Series,,,,,,Brill Academic Publishers,Brill,3310; 1212; 1203,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101199908,Studia Slavica (Czech Republic),18035663,25710281,Active,2022-2024,,CZE; ENG; POL; RUS; SLO; UKR,,Unpaywall Open Access,,,Journal,,,,,,"University of Ostrava, Faculty of Arts","University of Ostrava, Faculty of Arts",1203; 3310; 1208,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100325445,Studia Slavica et Balcanica Petropolitana,1995848X,,Active,2014-2024,,ENG; RUS,,Unpaywall Open Access,,,Journal,,,,,,Saint Petersburg State University,Saint Petersburg State University,1202,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101034439,Studia Sportiva,18027679,25708783,Active,2019-2025,,ENG,,,,,Journal,,,,,,Masaryk University Faculty of Sports Studies,Masaryk University Faculty of Sports Studies,1409; 3202; 3304; 2732; 3612; 3306,,Social Sciences,,Health Sciences,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,Medicine ,,,,,Psychology ,Social Sciences ,,,Health Professions 
18700156710,Studia Theologica,12128570,,Active,2005-2025,,CZE; ENG,,Unpaywall Open Access,,,Journal,,,,,,Taylor and Francis Ltd.,Taylor & Francis,1212,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
19900191856,Studia Theologica - Nordic Journal of Theology,0039338X,15027791,Active,1947-2025,,ENG,,,Articles in Press,,Journal,,,,,,Routledge,Taylor & Francis,1212,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21100781703,Studia Universitatis Babes-Bolyai Mathematica,02521938,2065961X,Active,2016-2025,,ENG,,,,,Journal,,,,,,Babes-Bolyai University,Babes-Bolyai University,2600,,,Physical Sciences,,,,,,,,,,,,,,,,,,Mathematics ,,,,,,,,,,
21100244904,Studia Universitatis Babes-Bolyai Sociologia,12248703,20660464,Active,2013-2024,,ENG,,Unpaywall Open Access,,,Journal,,,,,,Universitatea Babes-Bolyai,Universitatea Babes-Bolyai,3312,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101007412,Studia Universitatis Babes-Bolyai Theologia Reformata Transylvanica,15825418,20659482,Active,2019-2024,,ENG,,Unpaywall Open Access,,,Journal,,,,,,Babes-Bolyai University,Babes-Bolyai University,1212,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101144517,Studia Universitatis Hereditati,,23505443,Active,2019-2024,,ENG; ITA; SLO,,Unpaywall Open Access,,,Journal,,,,,,University of Primorska,University of Primorska,3302; 1209; 1204; 1201,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101053699,"Studia Universitatis Vasile Goldis Arad, Economics Series",15842339,22853065,Active,2019-2025,,ENG,,Unpaywall Open Access,,,Journal,,,,,,De Gruyter Open Ltd.,Walter de Gruyter,1408; 2002; 2003; 1403,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
21101134692,Studia Warminskie,01376624,,Active,2019-2024,,ENG; GER; POL; RUS,,Unpaywall Open Access,,,Journal,,,,,,University of Warmia and Mazury in Olsztyn,University of Warmia and Mazury in Olsztyn,3308; 3301; 1211; 1212; 3204; 1202; 3207,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,Psychology ,Social Sciences ,,,
21101123257,Studia z Prawa Wyznaniowego,20818882,25443003,Active,2019-2024,,ENG; ITA; POL,,Unpaywall Open Access,,,Journal,,,,,,The John Paul II Catholic University of Lublin,The John Paul II Catholic University of Lublin,3308; 1212,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100409601,Studien und Texte zur Geistesgeschichte des Mittelalters,01698028,,Active,2024-2025; 2007-2020,,ENG; GER,,,,,Book Series,,,,,,Brill Academic Publishers,Brill,1211; 1212; 1202,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101056818,Studien zur Deutschen Sprache und Literatur,13039407,26199890,Active,2019-2024,,ENG; GER,,Unpaywall Open Access,,,Journal,,,,,,Istanbul University Faculty of Letters,Istanbul University Faculty of Letters,1208; 3316; 3310; 1203,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101176680,Studien zur interkulturellen Philosophie/Studies in Intercultural Philosophy/Etudes de philosophie interculturelle,0928141X,,Active,2024; 2018; 2013; 2010; 2004-2006; 1996-2000; 1993-1994,,ENG; FRE; GER,,,,,Book Series,,,,,,Brill Academic Publishers,Brill,1212; 1211,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101158944,Studien zur Osterreichischen Philosophie,01674102,,Active,2024; 2021; 2019; 2013-2015; 2010; 2007; 2004-2005; 2000-2002,,ENG,,,,,Book Series,,,,,,Brill Academic Publishers,Brill,1211; 1212,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21100328241,Studien zur Romanischen Sprachwissenschaft und Interkulturellen Kommunikation,14361914,,Inactive,2014-2015,,ENG; FRE; GER; SPA,,,,,Book Series,,,,,,Peter Lang Publishing Group,Peter Lang Publishing Group,3310; 1203,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100781490,Studies About Languages,16482824,20297203,Active,2016-2024,,ENG; LAV,,Unpaywall Open Access,,,Journal,,,,,,Kauno Technologijos Universitetas,Kauno Technologijos Universitetas,1204; 3310; 3304,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101034403,Studies in African Languages and Cultures,25452134,26574187,Active,2018-2024,,ENG,,Unpaywall Open Access,,,Journal,,,,,,University of Warsaw,University of Warsaw,1208; 3310; 1212; 1202; 1203,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
5800159116,Studies in African Linguistics,00393533,2154428X,Active,2011-2024,,ENG,,Unpaywall Open Access,,,Journal,,,,,,University of Florida Press,University of Florida Press,3310; 1203,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101019741,Studies in Agricultural Economics,14182106,20630476,Active,2011-2025,,ENG,,Unpaywall Open Access,,,Journal,,,,,,NAIK Research Institute of Agricultural Economics,NAIK Research Institute of Agricultural Economics,2001; 1101; 3305; 3303; 3316,Life Sciences,Social Sciences,,,,Agricultural and Biological Sciences ,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
16200154769,Studies in American Fiction,00918083,,Active,2011-2024; 2002-2008,,ENG,,,,,Journal,,,,,,Johns Hopkins University Press,Johns Hopkins University Press,1208,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21100845670,Studies in American Humor,0095280X,23339934,Active,2017-2025,,ENG,,,,,Journal,,,,,,Penn State University Press,Penn State University Press,1208; 3310; 3201; 1202; 1213; 3316,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,Psychology ,Social Sciences ,,,
16200154778,Studies in American Indian Literatures,07303238,15489590,Active,2002-2023,,ENG,,,,,Journal,,,,,,University of Nebraska Press,University of Nebraska Press,1208,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21100316608,Studies in American Jewish Literature,02719274,19485077,Active,2014-2025,,ENG,,,,,Journal,,,,,,Penn State University Press,Penn State University Press,1208; 3314; 3316,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21599,Studies in American Political Development,0898588X,14698692,Active,1989-2025; 1986-1987,,ENG,,,Articles in Press,,Journal,,,,,,Cambridge University Press,Cambridge University Press,3312; 1202,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100920646,Studies in Ancient Art and Civilization,18991548,2449867X,Active,2018-2024,,ENG,,Unpaywall Open Access,,,Journal,,,,,,Ksiegarnia Akademicka Publishing Ltd,Ksiegarnia Akademicka Publishing Ltd,1209; 3302; 1204; 1205,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
19566,Studies in Ancient Medicine,09251421,,Active,2023-2024; 2021; 2012-2019; 2009-2010; 2002-2005; 1997; 1991,,ENG; FRE; GRE,,,,,Book Series,,,,,,Brill Academic Publishers,Brill,1205; 1207,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21100211364,Studies in Applied Electromagnetics and Mechanics,13837281,18798322,Active,2023-2024; 2014-2020; 2007-2012,,ENG,,,,,Book Series,,,,,,IOS Press BV,IOS Press,2208; 2210,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
26951,Studies in Applied Mathematics,00222526,14679590,Active,1930-2025; 1922-1928,,ENG,,,Articles in Press,,Journal,,,,,,John Wiley & Sons Inc.,John Wiley & Sons,2604,,,Physical Sciences,,,,,,,,,,,,,,,,,,Mathematics ,,,,,,,,,,
21100813759,"Studies in Applied Philosophy, Epistemology and Rational Ethics",21926255,21926263,Active,2011-2025,,ENG,,,,,Book Series,,,,,,Springer International Publishing AG,Springer Nature,1211,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101290587,Studies in Art and Materiality,24682977,,Active,2021-2023; 2019,,ENG,,,,,Book Series,,,,,,Brill Academic Publishers,Brill,1201; 1202; 1213,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
6000152860,Studies in Art Education,00393541,23258039,Active,2014-2025,,ENG,,,,,Journal,,,,,,Taylor and Francis Ltd.,Taylor & Francis,1213; 3304,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101170033,"Studies in Art, Heritage, Law and the Market",25247425,25247433,Active,2021-2024,,ENG,,,,,Book Series,,,,,,Springer Nature,Springer Nature,1201; 3308; 3302; 1204,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100445825,Studies in Asian Art and Archaeology,1380782X,,Active,2025; 2015; 2012; 2007,,ENG,,,,,Book Series,,,,,,Brill Academic Publishers,Brill,3302; 1213; 1204,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100200612,Studies in Australasian Cinema,17503175,17503183,Active,2007-2025,,ENG,,,Articles in Press,,Journal,,,,,,Taylor and Francis Ltd.,Taylor & Francis,1213; 3315,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101054326,Studies in Big Data,21976503,21976511,Active,2014-2025,,ENG,,,,,Book Series,,,,,,Springer Science and Business Media Deutschland GmbH,Springer Nature,1702; 1706; 2201; 2207,,,Physical Sciences,,,,,,,,,Computer Science ,,,,,Engineering ,,,,,,,,,,,,,,
21100902937,Studies in Bilingualism,09281533,,Active,2018-2024,,ENG,,,,,Book Series,,,,,,John Benjamins Publishing Company,John Benjamins Publishing Company,3310; 3204; 3304,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,Psychology ,Social Sciences ,,,
21101045738,Studies in Brain and Mind,15734536,2468399X,Active,2025; 2018-2023; 2016,,ENG,,,,,Book Series,,,,,,Springer Science and Business Media Deutschland GmbH,Springer Nature,2805; 2808; 1211; 3206,Life Sciences,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,Neuroscience ,,,,Psychology ,,,,
21100888810,Studies in Business and Economics,18424120,23445416,Active,2018-2025,,ENG,,Unpaywall Open Access,,,Journal,,,,,,De Gruyter Open Ltd.,Walter de Gruyter,2001; 1401; 3207,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,Psychology ,,,,
16200154791,Studies in Canadian Literature - Etudes en Litterature Canadienne,03806995,17187850,Active,2021-2024; 1996-2019,,ENG; FRE,,,,,Journal,,,,,,University of New Brunswick,University of New Brunswick,1208,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21100406942,Studies in Central European Histories,15471217,,Active,2023-2024; 2018-2021; 2014-2016; 2007-2012,,ENG,,,,,Book Series,,,,,,Brill Academic Publishers,Brill,1202; 3316,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101115399,Studies in Childhood and Youth,27316467,27316475,Active,2009-2025,,ENG,,,,,Book Series,,,,,,Palgrave Macmillan Ltd.,Springer Nature,3319; 3301; 3312; 3318,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100868884,Studies in Chinese Language and Discourse,18795382,,Inactive,2018-2022,,ENG,,,,,Book Series,,,,,,John Benjamins Publishing Company,John Benjamins Publishing Company,3310; 1203,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100326094,Studies in Chinese Linguistics,10171274,,Active,2014-2023,,ENG,,Unpaywall Open Access,,,Journal,,,,,,T.T. Ng Chinese Language Research Centre,T.T. Ng Chinese Language Research Centre,3310; 1203,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100938254,Studies in Chinese Religions,23729988,23729996,Active,2015-2024,,ENG,,,Articles in Press,,Journal,,,,,,Routledge,Taylor & Francis,1212,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
27310,Studies in Christian Ethics,09539468,17455235,Active,2015-2025; 2012; 2006; 2003; 1998-1999; 1995-1996; 1991; 1989,,ENG,,,Articles in Press,,Journal,,,,,,SAGE Publications Ltd,SAGE,1211; 1212,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21100406810,Studies in Christian Mission,09249389,,Active,2023-2024; 2021; 2015-2019; 2007-2013,,ENG,,,,,Book Series,,,,,,Brill Academic Publishers,Brill,1212; 1202,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21100897230,Studies in Church History,04242084,20590644,Active,2018-2025,,ENG,,,,,Book Series,,,,,,Cambridge University Press,Cambridge University Press,3312; 1212; 1202,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100244402,"Studies in Classification, Data Analysis, and Knowledge Organization",14318814,21983321,Active,2010-2025; 2007-2008; 2005,,ENG,,,,,Book Series,,,,,,Springer Science and Business Media Deutschland GmbH,Springer Nature,2603; 1802; 1710; 1706,,Social Sciences,Physical Sciences,,,,,,,,,Computer Science ,Decision Sciences ,,,,,,,,Mathematics ,,,,,,,,,,
21100927242,Studies in Comics,20403232,20403240,Active,2025; 2019-2023,,ENG,,,,,Journal,,,,,,Intellect Ltd.,Intellect Publishers,1208; 1213,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101043318,Studies in Communication and Media,,21924007,Active,2019-2025,,ENG,,Unpaywall Open Access,,,Journal,,,,,,Nomos Verlagsgesellschaft mbH und Co,Nomos Verlagsgesellschaft mbH and Co. KG,3310; 3312; 1203; 3315,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100228131,Studies in Communication Sciences,14244896,22964150,Active,2012-2025,,ENG; FRE; GER; ITA,,Unpaywall Open Access,,,Journal,,,,,,HBZ Open Publishing Environment,HBZ Open Publishing Environment,3315,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
26587,Studies in Comparative International Development,00393606,19366167,Active,1972-2025; 1965-1970,,ENG,,,Articles in Press,,Journal,,,,,,Springer New York,Springer Nature,3320; 3303; 3312,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
4900152708,Studies in Computational Intelligence,1860949X,18609503,Active,2006-2025,,ENG,,,,,Book Series,,,,,,Springer Verlag,Springer Nature,1702,,,Physical Sciences,,,,,,,,,Computer Science ,,,,,,,,,,,,,,,,,,,
11200153544,Studies in Computational Mathematics,1570579X,,Inactive,2013; 2006-2007; 2003-2004; 2001; 1997; 1994; 1991-1992,,ENG,,,,,Book Series,,,,,,Elsevier B.V.,Elsevier,2605,,,Physical Sciences,,,,,,,,,,,,,,,,,,Mathematics ,,,,,,,,,,
200147101,Studies in Conflict and Terrorism,1057610X,,Active,1992-2025,,ENG,,,Articles in Press,,Journal,,,,,,Taylor and Francis Ltd.,Taylor & Francis,3320; 3311; 3312; 2213,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,Social Sciences ,,,
23620,Studies in Conservation,00393630,20470584,Active,1952-2025,,ENG,,,Articles in Press,,Journal,,,,,,Maney Publishing,Taylor & Francis,1206,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21100407115,Studies in Contemporary Phenomenology,18752470,,Active,2023-2025; 2012-2021; 2010; 2008,,ENG; FRE; GER,,,,,Book Series,,,,,,Brill Academic Publishers,Brill,1211,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
100147349,Studies in Continuing Education,0158037X,1470126X,Active,1988-2025; 1978-1982,,ENG,,,Articles in Press,,Journal,,,,,,Routledge,Taylor & Francis,3304,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100896471,Studies in Corpus Linguistics,13880373,,Active,2018-2024; 2004-2015,,ENG,,,,,Book Series,,,,,,John Benjamins Publishing Company,John Benjamins Publishing Company,3310; 1203; 3304; 1405,,Social Sciences,,,,,Arts and Humanities ,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101131184,Studies in Costume and Performance,20524013,20524021,Active,2019-2025,,ENG,,,,,Journal,,,,,,Intellect Ltd.,Intellect Publishers,1213,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101181973,Studies in Critical Research on Religion,18772129,,Inactive,2016-2020; 2014,,ENG,,,,,Book Series,,,,,,Brill Academic Publishers,Brill,3312; 1212,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100406922,Studies in Critical Social Sciences,15734234,,Active,2007-2025,,ENG,,,,,Book Series,,,,,,Brill Academic Publishers,Brill,3312; 3301,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101046180,Studies in Digital Heritage,,25741748,Active,2017-2024,,ENG,,Unpaywall Open Access,,,Journal,,,,,,Indiana University,Indiana University,1209; 1202; 1204; 1205,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101125374,Studies in Diplomacy and International Relations,27313921,2731393X,Active,2023; 2018-2020; 2013-2016; 2010; 2008; 2005-2006,,ENG,,,,,Book Series,,,,,,Palgrave Macmillan Ltd.,Springer Nature,3320,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
